ticker,ID_ISIN,name,GICS_SECTOR_NAME,weight,shares,price,snapshot_date,ticker_bb
DIA IM Equity,IT0003492391,DiaSorin SpA,Health Care,0.00042482,22.379303,93.24,2023-12-29,DIA IM
WCH GY Equity,DE000WCH8881,Wacker Chemie AG,Materials,0.00042476,18.25341,114.3,2023-12-29,WCH GY
ANE SQ Equity,ES0105563003,Corp ACCIONA Energias Renovables SA,Utilities,0.00037644999999999996,65.850118,28.08,2023-12-29,ANE SQ
ASML NA Equity,NL0010273215,ASML Holding NV,Information Technology,0.04768859,406.474472,503.8,2022-12-30,ASML NA
MC FP Equity,FR0000121014,LVMH Moet Hennessy Louis Vuitton SE,Consumer Discretionary,0.0438249,276.791536,679.9,2022-12-30,MC FP
TTE FP Equity,FR0000120271,TotalEnergies SE,Energy,0.0339838,2488.174721,58.65,2022-12-30,TTE FP
SAN FP Equity,FR0000120578,Sanofi SA,Health Care,0.02386581,1140.731205,89.84,2022-12-30,SAN FP
SAP GY Equity,DE0007164600,SAP SE,Information Technology,0.023439619999999998,1044.228597,96.39,2022-12-30,SAP GY
SIE GY Equity,DE0007236101,Siemens AG,Industrials,0.0230953,765.0,129.64,2022-12-30,SIE GY
ALV GY Equity,DE0008404005,Allianz SE,Financials,0.01910954,408.457873,200.9,2022-12-30,ALV GY
OR FP Equity,FR0000120321,L'Oreal SA,Consumer Staples,0.01876362,241.527994,333.6,2022-12-30,OR FP
SU FP Equity,FR0000121972,Schneider Electric SE,Industrials,0.01651564,542.538275,130.72,2022-12-30,SU FP
AI FP Equity,FR0000120073,Air Liquide SA,Materials,0.01613496,523.307262,132.4,2022-12-30,AI FP
IBE SQ Equity,ES0144580Y14,Iberdrola SA,Utilities,0.01538392,6043.9893,10.93,2022-12-30,IBE SQ
AIR FP Equity,NL0000235190,Airbus SE,Industrials,0.01528223,591.102149,111.02,2022-12-30,AIR FP
DTE GY Equity,DE0005557508,Deutsche Telekom AG,Communication Services,0.014067860000000001,3241.198087,18.638,2022-12-30,DTE GY
BNP FP Equity,FR0000131104,BNP Paribas SA,Financials,0.01377581,1110.898481,53.25,2022-12-30,BNP FP
PRX NA Equity,NL0013654783,Prosus NV,Consumer Discretionary,0.012449159999999999,829.457442,64.45,2022-12-30,PRX NA
DG FP Equity,FR0000125486,Vinci SA,Industrials,0.01168378,537.805385,93.29,2022-12-30,DG FP
MBG GY Equity,DE0007100000,Mercedes-Benz Group AG,Consumer Discretionary,0.01147283,802.378085,61.4,2022-12-30,MBG GY
EL FP Equity,FR0000121667,EssilorLuxottica SA,Health Care,0.011458999999999999,290.8194,169.2,2022-12-30,EL FP
ABI BB Equity,BE0974293251,Anheuser-Busch InBev SA/NV,Consumer Staples,0.011381969999999998,868.59497,56.27,2022-12-30,ABI BB
CS FP Equity,FR0000120628,AXA SA,Financials,0.011340969999999999,1869.115174,26.055,2022-12-30,CS FP
BAYN GY Equity,DE000BAY0017,Bayer AG,Health Care,0.0110559,982.424082,48.325,2022-12-30,BAYN GY
SAN SQ Equity,ES0113900J37,Banco Santander SA,Financials,0.010960570000000001,16794.401584,2.8025,2022-12-30,SAN SQ
RMS FP Equity,FR0000052292,Hermes International SCA,Consumer Discretionary,0.010657380000000001,31.670824,1445.0,2022-12-30,RMS FP
INGA NA Equity,NL0011821202,ING Groep NV,Financials,0.00999065,3767.240995,11.388,2022-12-30,INGA NA
BAS GY Equity,DE000BASF111,BASF SE,Materials,0.0099224,918.478694,46.39,2022-12-30,BAS GY
MUV2 GY Equity,DE0008430026,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,Financials,0.009918169999999999,140.098931,304.0,2022-12-30,MUV2 GY
ENEL IM Equity,IT0003128367,Enel SpA,Utilities,0.00952709,8133.343957,5.03,2022-12-30,ENEL IM
SAF FP Equity,FR0000073272,Safran SA,Industrials,0.00930628,341.793952,116.92,2022-12-30,SAF FP
RI FP Equity,FR0000120693,Pernod Ricard SA,Consumer Staples,0.00883022,206.357884,183.75,2022-12-30,RI FP
IFX GY Equity,DE0006231004,Infineon Technologies AG,Information Technology,0.00864603,1305.921137,28.43,2022-12-30,IFX GY
KER FP Equity,FR0000121485,Kering SA,Consumer Discretionary,0.008291340000000001,74.877467,475.5,2022-12-30,KER FP
DHL GY Equity,DE0005552004,Deutsche Post AG,Industrials,0.00812084,991.247098,35.18,2022-12-30,DHL GY
ISP IM Equity,IT0000072618,Intesa Sanpaolo SpA,Financials,0.00808448,16706.427917,2.078,2022-12-30,ISP IM
BBVA SQ Equity,ES0113211835,Banco Bilbao Vizcaya Argentaria SA,Financials,0.00796045,6067.334477,5.634,2022-12-30,BBVA SQ
ENI IM Equity,IT0003132476,Eni SpA,Energy,0.00773508,2500.041584,13.286,2022-12-30,ENI IM
BN FP Equity,FR0000120644,Danone SA,Consumer Staples,0.007360149999999999,641.99822,49.23,2022-12-30,BN FP
DB1 GY Equity,DE0005810055,Deutsche Boerse AG,Financials,0.0071413499999999994,190.0,161.4,2022-12-30,DB1 GY
STLAM IM Equity,NL00150001Q9,Stellantis NV,Consumer Discretionary,0.0067976899999999995,2200.714611,13.264,2022-12-30,STLAM IM
AD NA Equity,NL0011794037,Koninklijke Ahold Delhaize NV,Consumer Staples,0.00653617,1045.724959,26.84,2022-12-30,AD NA
CRH ID Equity,IE0001827041,CRH PLC,Materials,0.00650711,754.998308,37.01,2022-12-30,CRH ID
ADYEN NA Equity,NL0012969182,Adyen NV,Financials,0.00650509,21.681025,1288.4,2022-12-30,ADYEN NA
BMW GY Equity,DE0005190003,Bayerische Motoren Werke AG,Consumer Discretionary,0.00642896,331.097358,83.38,2022-12-30,BMW GY
ITX SQ Equity,ES0148396007,Industria de Diseno Textil SA,Consumer Discretionary,0.00631256,1090.8275,24.85,2022-12-30,ITX SQ
RWE GY Equity,DE0007037129,RWE AG,Utilities,0.006221910000000001,642.409046,41.59,2022-12-30,RWE GY
WKL NA Equity,NL0000395903,Wolters Kluwer NV,Industrials,0.00597641,262.516153,97.76,2022-12-30,WKL NA
CAP FP Equity,FR0000125338,Capgemini SE,Information Technology,0.00594769,163.771948,155.95,2022-12-30,CAP FP
UCG IM Equity,IT0005239360,UniCredit SpA,Financials,0.0059375999999999995,1921.107946,13.272,2022-12-30,UCG IM
RACE IM Equity,NL0011585146,Ferrari NV,Consumer Discretionary,0.0058766700000000005,126.050274,200.2,2022-12-30,RACE IM
ENGI FP Equity,FR0010208488,Engie SA,Utilities,0.00569442,1826.463758,13.388,2022-12-30,ENGI FP
SAMPO FH Equity,FI4000552500,Sampo Oyj,Financials,0.00545432,479.755216,48.82,2022-12-30,SAMPO FH
NOKIA FH Equity,FI0009000681,Nokia Oyj,Information Technology,0.00545285,5411.448101,4.327,2022-12-30,NOKIA FH
MRK GY Equity,DE0006599905,Merck KGaA,Health Care,0.005444600000000001,129.242252,180.9,2022-12-30,MRK GY
HEIA NA Equity,NL0000009165,Heineken NV,Consumer Staples,0.00530457,259.201176,87.88,2022-12-30,HEIA NA
SGO FP Equity,FR0000125007,Cie de Saint-Gobain SA,Industrials,0.005252219999999999,494.058936,45.65,2022-12-30,SGO FP
STMPA FP Equity,NL0000226223,STMicroelectronics NV,Information Technology,0.005251519999999999,683.46144,32.995,2022-12-30,STMPA FP
DSY FP Equity,FR0014003TT8,Dassault Systemes SE,Information Technology,0.005199049999999999,666.532095,33.495,2022-12-30,DSY FP
ADS GY Equity,DE000A1EWWW0,adidas AG,Consumer Discretionary,0.00513177,172.89,127.46,2022-12-30,ADS GY
DBK GY Equity,DE0005140008,Deutsche Bank AG,Financials,0.005096000000000001,2066.773131,10.588,2022-12-30,DBK GY
AMS SQ Equity,ES0109067019,Amadeus IT Group SA,Consumer Discretionary,0.00509338,450.499205,48.55,2022-12-30,AMS SQ
VOW3 GY Equity,DE0007664039,Volkswagen AG,Consumer Discretionary,0.00503145,185.584901,116.42,2022-12-30,VOW3 GY
FLTR ID Equity,IE00BWT6H894,Flutter Entertainment PLC,Consumer Discretionary,0.00497139,167.041324,127.8,2022-12-30,FLTR ID
EOAN GY Equity,DE000ENAG999,E.ON SE,Utilities,0.00488012,2245.12098,9.334,2022-12-30,EOAN GY
REP SQ Equity,ES0173516115,Repsol SA,Energy,0.00477154,1379.77625,14.85,2022-12-30,REP SQ
DSM NA Equity,NL0000009827,DSM BV,Materials,0.00465239,174.786029,114.3,2022-12-30,DSM NA
LR FP Equity,FR0010307819,Legrand SA,Industrials,0.00464896,266.817746,74.82,2022-12-30,LR FP
ARGX BB Equity,NL0010832176,Argenx SE,Health Care,0.00446606,55.061502,348.3,2022-12-30,ARGX BB
GLE FP Equity,FR0000130809,Societe Generale SA,Financials,0.00441473,807.389589,23.48,2022-12-30,GLE FP
UPM FH Equity,FI0009005987,UPM-Kymmene Oyj,Materials,0.00434158,533.735699,34.93,2022-12-30,UPM FH
ORA FP Equity,FR0000133308,Orange SA,Communication Services,0.0043119099999999995,1995.042449,9.281,2022-12-30,ORA FP
G IM Equity,IT0000062072,Generali,Financials,0.00429787,1110.783587,16.615,2022-12-30,G IM
NESTE FH Equity,FI0009013296,Neste Oyj,Energy,0.0042384,423.066082,43.02,2022-12-30,NESTE FH
ML FP Equity,FR001400AJ45,Cie Generale des Etablissements Michelin SCA,Consumer Discretionary,0.0041052499999999995,678.41278,25.985,2022-12-30,ML FP
TEF SQ Equity,ES0178430E18,Telefonica SA,Communication Services,0.00409727,5197.713799,3.385,2022-12-30,TEF SQ
CLNX SQ Equity,ES0105066007,Cellnex Telecom SA,Communication Services,0.0039132,543.462179,30.92,2022-12-30,CLNX SQ
KNEBV FH Equity,FI0009013403,Kone Oyj,Industrials,0.0038230399999999998,339.890361,48.3,2022-12-30,KNEBV FH
UMG NA Equity,NL0015000IY2,Universal Music Group NV,Communication Services,0.0038023,725.350318,22.51,2022-12-30,UMG NA
CABK SQ Equity,ES0140609019,CaixaBank SA,Financials,0.00379104,4433.355868,3.672,2022-12-30,CABK SQ
VIE FP Equity,FR0000124141,Veolia Environnement SA,Utilities,0.00371972,665.54313,24.0,2022-12-30,VIE FP
VNA GY Equity,DE000A1ML7J1,Vonovia SE,Real Estate,0.00367294,716.264997,22.02,2022-12-30,VNA GY
1CNHI IM Equity,NL0010545661,CNH Industrial NV,Industrials,0.00356618,1023.300147,14.965,2022-12-30,1CNHI IM
KBC BB Equity,BE0003565737,KBC Group NV,Financials,0.0034996100000000002,250.130155,60.08,2022-12-30,KBC BB
PUB FP Equity,FR0000130577,Publicis Groupe SA,Communication Services,0.00316139,228.466517,59.42,2022-12-30,PUB FP
SY1 GY Equity,DE000SYM9999,Symrise AG,Materials,0.00314322,132.783451,101.65,2022-12-30,SY1 GY
KYGA ID Equity,IE0004906560,Kerry Group PLC,Consumer Staples,0.00312402,159.247588,84.24,2022-12-30,KYGA ID
SHL GY Equity,DE000SHL1006,Siemens Healthineers AG,Health Care,0.0030688,282.0,46.73,2022-12-30,SHL GY
TEP FP Equity,FR0000051807,Teleperformance SE,Industrials,0.00306608,59.120842,222.7,2022-12-30,TEP FP
DTG GY Equity,DE000DTR0CK8,Daimler Truck Holding AG,Industrials,0.00305094,452.623535,28.945,2022-12-30,DTG GY
MT NA Equity,LU1598757687,ArcelorMittal SA,Materials,0.00301417,526.685863,24.575,2022-12-30,MT NA
EDP PL Equity,PTEDP0AM0009,EDP SA,Utilities,0.0030099,2775.976708,4.656,2022-12-30,EDP PL
HO FP Equity,FR0000121329,Thales SA,Industrials,0.0029645,106.705655,119.3,2022-12-30,HO FP
EDEN FP Equity,FR0010908533,Edenred SE,Financials,0.00295729,249.588059,50.88,2022-12-30,EDEN FP
PHIA NA Equity,NL0000009538,Koninklijke Philips NV,Health Care,0.0029002200000000002,889.315082,14.004,2022-12-30,PHIA NA
FER SQ Equity,NL0015001FS8,Ferrovial SE,Industrials,0.00278074,487.982268,24.47,2022-12-30,FER SQ
ACA FP Equity,FR0000045072,Credit Agricole SA,Financials,0.0027709899999999997,1210.36094,9.831,2022-12-30,ACA FP
HEN3 GY Equity,DE0006048432,Henkel AG & Co KGaA,Consumer Staples,0.00269766,178.162875,65.02,2022-12-30,HEN3 GY
AKZA NA Equity,NL0013267909,Akzo Nobel NV,Materials,0.00264581,181.609509,62.56,2022-12-30,AKZA NA
HNR1 GY Equity,DE0008402215,Hannover Rueck SE,Financials,0.0026048,60.298567,185.5,2022-12-30,HNR1 GY
FRE GY Equity,DE0005785604,Fresenius SE & Co KGaA,Health Care,0.0025822899999999997,422.427958,26.25,2022-12-30,FRE GY
ASM NA Equity,NL0000334118,ASM International NV,Information Technology,0.0025700299999999996,46.832524,235.65,2022-12-30,ASM NA
BEI GY Equity,DE0005200000,Beiersdorf AG,Consumer Staples,0.00251639,100.8,107.2,2022-12-30,BEI GY
MTX GY Equity,DE000A0D9PT0,MTU Aero Engines AG,Industrials,0.00251616,53.436048,202.2,2022-12-30,MTX GY
P911 GY Equity,DE000PAG9113,Dr Ing hc F Porsche AG,Consumer Discretionary,0.00251264,113.875,94.75,2022-12-30,P911 GY
QIA GY Equity,NL0015002CX3,QIAGEN NV,Health Care,0.00249255,227.683138,47.01,2022-12-30,QIA GY
NN NA Equity,NL0010773842,NN Group NV,Financials,0.00247934,279.0,38.16,2022-12-30,NN NA
CCEP UW Equity,GB00BDCPN049,Coca-Cola Europacific Partners PLC,Consumer Staples,0.00247233,205.556508,55.32,2022-12-30,CCEP UW
EBS AV Equity,AT0000652011,Erste Group Bank AG,Financials,0.00239415,343.84,29.9,2022-12-30,EBS AV
MONC IM Equity,IT0004965148,Moncler SpA,Consumer Discretionary,0.0023661199999999998,205.262093,49.5,2022-12-30,MONC IM
TRN IM Equity,IT0003242622,Terna - Rete Elettrica Nazionale,Utilities,0.0022608100000000002,1406.9944,6.9,2022-12-30,TRN IM
KPN NA Equity,NL0000009082,Koninklijke KPN NV,Communication Services,0.00222317,3303.328198,2.89,2022-12-30,KPN NA
BIRG ID Equity,IE00BD1RP616,Bank of Ireland Group PLC,Financials,0.00221835,1070.326651,8.9,2022-12-30,BIRG ID
FBK IM Equity,IT0000072170,FinecoBank Banca Fineco SpA,Financials,0.00220511,610.11986,15.52,2022-12-30,FBK IM
CBK GY Equity,DE000CBK1001,Commerzbank AG,Financials,0.0021904100000000003,1064.503989,8.836,2022-12-30,CBK GY
UCB BB Equity,BE0003739530,UCB SA,Health Care,0.00216576,126.428678,73.56,2022-12-30,UCB BB
CA FP Equity,FR0000120172,Carrefour SA,Consumer Staples,0.00216245,593.725969,15.64,2022-12-30,CA FP
BNR GY Equity,DE000A1DAHH0,Brenntag SE,Industrials,0.00214868,154.5,59.72,2022-12-30,BNR GY
SRG IM Equity,IT0003153415,Snam SpA,Utilities,0.00212586,2016.514685,4.527,2022-12-30,SRG IM
ERF FP Equity,FR0014000MR3,Eurofins Scientific SE,Health Care,0.002104,134.728642,67.06,2022-12-30,ERF FP
SRT3 GY Equity,DE0007165631,Sartorius AG,Health Care,0.00209348,24.336,369.4,2022-12-30,SRT3 GY
PRY IM Equity,IT0004176001,Prysmian SpA,Industrials,0.0020561,254.737034,34.66,2022-12-30,PRY IM
AENA SQ Equity,ES0105046009,Aena SME SA,Industrials,0.00204872,75.0,117.3,2022-12-30,AENA SQ
WLN FP Equity,FR0011981968,Worldline SA/France,Financials,0.00203493,239.208902,36.53,2022-12-30,WLN FP
SKG ID Equity,IE00B1RR8406,Smurfit Kappa Group PLC,Materials,0.0019895,247.199034,34.56,2022-12-30,SKG ID
AGN NA Equity,BMG0112X1056,Aegon Ltd,Financials,0.00197146,1786.770938,4.738,2022-12-30,AGN NA
DIM FP Equity,FR0013154002,Sartorius Stedim Biotech,Health Care,0.00194808,27.654057,302.5,2022-12-30,DIM FP
RHM GY Equity,DE0007030009,Rheinmetall AG,Industrials,0.00188725,43.55885,186.05,2022-12-30,RHM GY
SW FP Equity,FR0000121220,Sodexo SA,Consumer Discretionary,0.0018435699999999999,88.472932,89.48,2022-12-30,SW FP
PAH3 GY Equity,DE000PAH0038,Porsche Automobil Holding SE,Consumer Discretionary,0.00182717,153.125,51.24,2022-12-30,PAH3 GY
KSP ID Equity,IE0004927939,Kingspan Group PLC,Industrials,0.00181895,154.425283,50.58,2022-12-30,KSP ID
HEI GY Equity,DE0006047004,Heidelberg Materials AG,Materials,0.00179685,144.818925,53.28,2022-12-30,HEI GY
TEN IM Equity,LU2598331598,Tenaris SA,Energy,0.0017908099999999999,472.2148,16.285,2022-12-30,TEN IM
ENR GY Equity,DE000ENER6Y0,Siemens Energy AG,Industrials,0.0017843999999999998,435.987116,17.575,2022-12-30,ENR GY
FGR FP Equity,FR0000130452,Eiffage SA,Industrials,0.00178311,83.3,91.92,2022-12-30,FGR FP
DHER GY Equity,DE000A2E4K43,Delivery Hero SE,Consumer Discretionary,0.0017730399999999998,170.024364,44.78,2022-12-30,DHER GY
IMCD NA Equity,NL0010801007,IMCD NV,Industrials,0.00176704,56.987858,133.15,2022-12-30,IMCD NA
GBLB BB Equity,BE0003797140,Groupe Bruxelles Lambert NV,Financials,0.00172723,99.45,74.58,2022-12-30,GBLB BB
ZAL GY Equity,DE000ZAL1111,Zalando SE,Consumer Discretionary,0.00172674,223.946534,33.11,2022-12-30,ZAL GY
EXO NA Equity,NL0012059018,EXOR NV,Financials,0.0017249400000000001,108.45,68.3,2022-12-30,EXO NA
AER UN Equity,NL0000687663,AerCap Holdings NV,Industrials,0.0017145099999999998,135.216596,58.32,2022-12-30,AER UN
ALO FP Equity,FR0010220475,Alstom SA,Industrials,0.0016994,319.783674,22.82,2022-12-30,ALO FP
HEIO NA Equity,NL0000008977,Heineken Holding NV,Consumer Staples,0.0016914699999999998,100.810559,72.05,2022-12-30,HEIO NA
STERV FH Equity,FI0009005961,Stora Enso Oyj,Materials,0.0016877700000000001,551.141775,13.15,2022-12-30,STERV FH
BVI FP Equity,FR0006174348,Bureau Veritas SA,Industrials,0.00168501,294.013325,24.61,2022-12-30,BVI FP
UMI BB Equity,BE0974320526,Umicore SA,Materials,0.0016739,209.44,34.32,2022-12-30,UMI BB
OMV AV Equity,AT0000743059,OMV AG,Energy,0.00164964,147.272727,48.1,2022-12-30,OMV AV
1COV GY Equity,DE0006062144,Covestro AG,Materials,0.00164444,193.2,36.55,2022-12-30,1COV GY
ELISA FH Equity,FI0009007884,Elisa Oyj,Communication Services,0.0016382599999999999,142.234812,49.46,2022-12-30,ELISA FH
SOLB BB Equity,BE0003470755,Solvay SA,Materials,0.0016303000000000001,74.113491,94.46,2022-12-30,SOLB BB
EDF FP Equity,FR0010242511,Electricite de France SA,Utilities,0.0016291600000000002,582.987163,12.0,2022-12-30,EDF FP
FORTUM FH Equity,FI0009007132,Fortum Oyj,Utilities,0.0016073200000000002,444.147233,15.54,2022-12-30,FORTUM FH
RAND NA Equity,NL0000379121,Randstad NV,Industrials,0.00158609,119.573553,56.96,2022-12-30,RAND NA
AGS BB Equity,BE0974264930,Ageas SA/NV,Financials,0.00155557,161.271509,41.42,2022-12-30,AGS BB
RED SQ Equity,ES0173093024,Redeia Corp SA,Utilities,0.0015366199999999998,405.81,16.26,2022-12-30,RED SQ
GET FP Equity,FR0010533075,Getlink SE,Industrials,0.00153441,440.0,14.975,2022-12-30,GET FP
EN FP Equity,FR0000120503,Bouygues SA,Industrials,0.00149868,229.513605,28.04,2022-12-30,EN FP
VIV FP Equity,FR0000127771,Vivendi SE,Communication Services,0.00149578,720.5647,8.914,2022-12-30,VIV FP
GALP PL Equity,PTGAL0AM0009,Galp Energia SGPS SA,Energy,0.00147198,501.261229,12.61,2022-12-30,GALP PL
FME GY Equity,DE0005785802,Fresenius Medical Care AG,Health Care,0.00146217,205.389414,30.57,2022-12-30,FME GY
HEN GY Equity,DE0006048408,Henkel AG & Co KGaA,Consumer Staples,0.0014580499999999998,103.91835,60.25,2022-12-30,HEN GY
CON GY Equity,DE0005439004,Continental AG,Consumer Discretionary,0.0014340400000000001,110.003291,55.98,2022-12-30,CON GY
RNO FP Equity,FR0000131906,Renault SA,Consumer Discretionary,0.0013999700000000002,192.219485,31.275,2022-12-30,RNO FP
PUM GY Equity,DE0006969603,Puma SE,Consumer Discretionary,0.00139404,105.577248,56.7,2022-12-30,PUM GY
EDPR PL Equity,ES0127797019,EDP Renovaveis SA,Utilities,0.0013810600000000001,288.167449,20.58,2022-12-30,EDPR PL
ENX FP Equity,NL0006294274,Euronext NV,Financials,0.00138001,85.685035,69.16,2022-12-30,ENX FP
ACS SQ Equity,ES0167050915,ACS Actividades de Construccion y Servicios SA,Industrials,0.00134967,216.498446,26.77,2022-12-30,ACS SQ
G1A GY Equity,DE0006602006,GEA Group AG,Industrials,0.00134744,151.468418,38.2,2022-12-30,G1A GY
URW NA Equity,FR0013326246,Unibail-Rodamco-Westfield,Real Estate,0.0013357,117.94571,48.63,2022-12-30,URW NA
JMT PL Equity,PTJMT0AE0001,Jeronimo Martins SGPS SA,Consumer Staples,0.00133079,283.181949,20.18,2022-12-30,JMT PL
KESKOB FH Equity,FI0009000202,Kesko Oyj,Consumer Staples,0.00131154,273.13098,20.62,2022-12-30,KESKOB FH
ELE SQ Equity,ES0130670112,Endesa SA,Utilities,0.00130441,317.625635,17.635,2022-12-30,ELE SQ
ORNBV FH Equity,FI0009014377,Orion Oyj,Health Care,0.0012726999999999999,106.657957,51.24,2022-12-30,ORNBV FH
MB IM Equity,IT0000062957,Mediobanca Banca di Credito Finanziario SpA,Financials,0.00126636,605.288986,8.984,2022-12-30,MB IM
VER AV Equity,AT0000746409,Verbund AG,Utilities,0.00124717,68.093474,78.65,2022-12-30,VER AV
ABN NA Equity,NL0011540547,ABN AMRO Bank NV,Financials,0.00121566,403.884862,12.925,2022-12-30,ABN NA
AKE FP Equity,FR0010313833,Arkema SA,Materials,0.0011608599999999999,59.428833,83.88,2022-12-30,AKE FP
CPR IM Equity,NL0015435975,Davide Campari-Milano NV,Consumer Staples,0.0011544699999999999,522.72,9.484,2022-12-30,CPR IM
PST IM Equity,IT0003796171,Poste Italiane SpA,Financials,0.00111031,522.444,9.126,2022-12-30,PST IM
AFX GY Equity,DE0005313704,Carl Zeiss Meditec AG,Health Care,0.00110506,40.248257,117.9,2022-12-30,AFX GY
BMW3 GY Equity,DE0005190037,Bayerische Motoren Werke AG,Consumer Discretionary,0.00110048,59.404304,79.55,2022-12-30,BMW3 GY
LHA GY Equity,DE0008232125,Deutsche Lufthansa AG,Industrials,0.00108088,597.742822,7.765,2022-12-30,LHA GY
LI FP Equity,FR0000121964,Klepierre SA,Real Estate,0.0010787,215.145879,21.53,2022-12-30,LI FP
BOL FP Equity,FR0000039299,Bollore SE,Communication Services,0.00107596,885.116812,5.22,2022-12-30,BOL FP
LEG GY Equity,DE000LEG1110,LEG Immobilien SE,Real Estate,0.00105033,74.109276,60.86,2022-12-30,LEG GY
DIE BB Equity,BE0974259880,D'ieteren Group,Consumer Discretionary,0.00103853,24.886179,179.2,2022-12-30,DIE BB
ELI BB Equity,BE0003822393,Elia Group SA/NV,Utilities,0.00102242,33.060564,132.8,2022-12-30,ELI BB
GFC FP Equity,FR0010040865,Gecina SA,Real Estate,0.0010180200000000001,45.94371,95.15,2022-12-30,GFC FP
VOW GY Equity,DE0007664005,Volkswagen AG,Consumer Discretionary,0.00101464,29.508982,147.65,2022-12-30,VOW GY
NEXI IM Equity,IT0005366767,Nexi SpA,Financials,0.0010124700000000001,590.237522,7.366,2022-12-30,NEXI IM
WDP BB Equity,BE0974349814,Warehouses De Pauw CVA,Real Estate,0.00100423,161.51006,26.7,2022-12-30,WDP BB
ANA SQ Equity,ES0125220311,Acciona SA,Utilities,0.0009881900000000001,24.685494,171.9,2022-12-30,ANA SQ
