ticker,ID_ISIN,name,GICS_SECTOR_NAME,weight,shares,price,snapshot_date,ticker_bb,ticker_base,ticker_alt,merge_key,esg_score_raw
WLN FP Equity,FR0011981968,Worldline SA/France,Financials,0.00215396,127.851292,53.7,2020-03-31,WLN FP,WLN FP,WLN FP,WLN FP,12.87016376
AGS BB Equity,BE0974264930,Ageas SA/NV,Financials,0.00212344,178.536894,37.91,2020-03-31,AGS BB,AGS BB,AGS BB,AGS BB,11.50011201
AENA SQ Equity,ES0105046009,Aena SME SA,Industrials,0.00210752,67.5,99.52,2020-03-31,AENA SQ,AENA SQ,AENA SM,AENA SM,15.79571269
FLTR ID Equity,IE00BWT6H894,Flutter Entertainment PLC,Consumer Discretionary,0.00202655,78.259011,82.54,2020-03-31,FLTR ID,FLTR ID,FLTR ID,FLTR ID,
UMI BB Equity,BE0974320526,Umicore SA,Materials,0.00196969,197.12,31.85,2020-03-31,UMI BB,UMI BB,UMI BB,UMI BB,9.740900755
ELE SQ Equity,ES0130670112,Endesa SA,Utilities,0.00194017,317.625635,19.47,2020-03-31,ELE SQ,ELE SQ,ELE SM,ELE SM,13.26065166
CABK SQ Equity,ES0140609019,CaixaBank SA,Financials,0.00191409,3588.862819,1.7,2020-03-31,CABK SQ,CABK SQ,CABK SM,CABK SM,10.72810217
UBI FP Equity,FR0000054470,Ubisoft Entertainment SA,Communication Services,0.00190573,90.419815,67.18,2020-03-31,UBI FP,UBI FP,UBI FP,UBI FP,11.80094786
ATO FP Equity,FR0000051732,Atos SE,Information Technology,0.00190357,98.275603,61.74,2020-03-31,ATO FP,ATO FP,ATO FP,ATO FP,7.430536072
MONC IM Equity,IT0004965148,Moncler SpA,Consumer Discretionary,0.0018859799999999,180.578667,33.29,2020-03-31,MONC IM,MONC IM,MONC IM,MONC IM,15.9091832
EN FP Equity,FR0000120503,Bouygues SA,Industrials,0.00187722,223.934374,26.72,2020-03-31,EN FP,EN FP,EN FP,EN FP,9.626494236
FORTUM FH Equity,FI0009007132,Fortum Oyj,Utilities,0.00186371,444.147233,13.375,2020-03-31,FORTUM FH,FORTUM FH,FORTUM FH,FORTUM FH,10.84353929
PAH3 GY Equity,DE000PAH0038,Porsche Automobil Holding SE,Consumer Discretionary,0.00185819,153.125,38.68,2020-03-31,PAH3 GY,PAH3 GY,PAH3 GR,PAH3 GR,7.825617014
ING FP Equity,FR0000125346,Worldline Igsa SA,Information Technology,0.00184083,60.527395,96.94,2020-03-31,ING FP,ING FP,ING FP,ING FP,12.87016376
HEI GY Equity,DE0006047004,Heidelberg Materials AG,Materials,0.001825,148.812358,39.09,2020-03-31,HEI GY,HEI GY,HEI GR,HEI GR,11.34957487
SKG ID Equity,IE00B1RR8406,Smurfit Kappa Group PLC,Materials,0.00182355,225.990553,25.72,2020-03-31,SKG ID,SKG ID,SKG ID,SKG ID,
GBLB BB Equity,BE0003797140,Groupe Bruxelles Lambert NV,Financials,0.00181281,80.679144,71.62,2020-03-31,GBLB BB,GBLB BB,GBLB BB,GBLB BB,12.57657661
MT NA Equity,LU1598757687,ArcelorMittal SA,Materials,0.00180488,664.237356,8.661,2020-03-31,MT NA,MT NA,MT NA,MT NA,7.211210813
ATL IM Equity,IT0003506190,Mundys SpA,Industrials,0.00177673,495.470394,11.43,2020-03-31,ATL IM,ATL IM,ATL IM,ATL IM,17.73809524
PUB FP Equity,FR0000130577,Publicis Groupe SA,Communication Services,0.00177325,216.391317,26.12,2020-03-31,PUB FP,PUB FP,PUB FP,PUB FP,15.67469307
AT1 GY Equity,LU1673108939,Aroundtown SA,Real Estate,0.00174299,1219.957457,4.554,2020-03-31,AT1 GY,AT1 GY,AT1 GR,AT1 GR,11.26080139
GFC FP Equity,FR0010040865,Gecina SA,Real Estate,0.00173278,45.759295,120.7,2020-03-31,GFC FP,GFC FP,GFC FP,GFC FP,11.95850405
SW FP Equity,FR0000121220,Sodexo SA,Consumer Discretionary,0.0017109199999999,88.472932,61.64,2020-03-31,SW FP,SW FP,SW FP,SW FP,10.00530773
SHL GY Equity,DE000SHL1006,Siemens Healthineers AG,Health Care,0.00169627,150.0,36.045,2020-03-31,SHL GY,SHL GY,SHL GR,SHL GR,12.54966307
STERV FH Equity,FI0009005961,Stora Enso Oyj,Materials,0.0016875,581.744777,9.246,2020-03-31,STERV FH,STERV FH,STERV FH,STERV FH,10.85632212
1CNHI IM Equity,NL0010545661,CNH Industrial NV,Industrials,0.00165851,1013.499471,5.216,2020-03-31,1CNHI IM,1CNHI IM,1CNHI IM,1CNHI IM,
BNR GY Equity,DE000A1DAHH0,Brenntag SE,Industrials,0.00163979,154.5,33.83,2020-03-31,BNR GY,BNR GY,BNR GR,BNR GR,11.21095779
ERF FP Equity,FR0014000MR3,Eurofins Scientific SE,Health Care,0.00163514,11.556389,451.0,2020-03-31,ERF FP,ERF FP,ERF FP,ERF FP,8.264907128
GALP PL Equity,PTGAL0AM0009,Galp Energia SGPS SA,Energy,0.00163473,501.261229,10.395,2020-03-31,GALP PL,GALP PL,GALP PL,GALP PL,10.75048232
EXO IM Equity,NL0012059018,EXOR NV,Financials,0.00159913,108.45,47.0,2020-03-31,EXO IM,EXO IM,EXO IM,EXO IM,
BVI FP Equity,FR0006174348,Bureau Veritas SA,Industrials,0.00159532,293.760387,17.31,2020-03-31,BVI FP,BVI FP,BVI FP,BVI FP,14.07980125
EBS AV Equity,AT0000652011,Erste Group Bank AG,Financials,0.0015937599999999,300.86,16.885,2020-03-31,EBS AV,EBS AV,EBS AV,EBS AV,10.59439338
DIM FP Equity,FR0013154002,Sartorius Stedim Biotech,Health Care,0.0015877,27.654057,183.0,2020-03-31,DIM FP,DIM FP,DIM FP,DIM FP,6.701745881
FGR FP Equity,FR0000130452,Eiffage SA,Industrials,0.00158648,78.4,64.5,2020-03-31,FGR FP,FGR FP,FGR FP,FGR FP,9.626494236
FBK IM Equity,IT0000072170,FinecoBank Banca Fineco SpA,Financials,0.00158368,608.9136,8.29,2020-03-31,FBK IM,FBK IM,FBK IM,FBK IM,11.75622492
SOLB BB Equity,BE0003470755,Solvay SA,Materials,0.00154345,74.113491,66.38,2020-03-31,SOLB BB,SOLB BB,SOLB BB,SOLB BB,11.44364086
ZAL GY Equity,DE000ZAL1111,Zalando SE,Consumer Discretionary,0.0015266,139.066822,34.99,2020-03-31,ZAL GY,ZAL GY,ZAL GR,ZAL GR,11.12447904
1COV GY Equity,DE0006062144,Covestro AG,Materials,0.00152009,173.85,27.87,2020-03-31,1COV GY,1COV GY,1COV GR,1COV GR,10.74004821
GET FP Equity,FR0010533075,Getlink SE,Industrials,0.00151708,440.0,10.99,2020-03-31,GET FP,GET FP,GET FP,GET FP,9.540655401
NTGY SQ Equity,ES0116870314,Naturgy Energy Group SA,Utilities,0.00149265,295.236644,16.115,2020-03-31,NTGY SQ,NTGY SQ,NTGY SM,NTGY SM,13.01690176
ACS SQ Equity,ES0167050915,ACS Actividades de Construccion y Servicios SA,Industrials,0.00142796,255.488864,17.815,2020-03-31,ACS SQ,ACS SQ,ACS SM,ACS SM,10.29703193
UN0 GY Equity,DE000UNSE026,Uniper SE,Utilities,0.00142018,201.278,22.49,2020-03-31,UN0 GY,UN0 GY,UN0 GR,UN0 GR,10.56537825
PUM GY Equity,DE0006969603,Puma SE,Consumer Discretionary,0.00141577,82.953552,54.4,2020-03-31,PUM GY,PUM GY,PUM GR,PUM GR,11.15506326
ENG SQ Equity,ES0130960018,Enagas SA,Utilities,0.00141294,248.89057,18.095,2020-03-31,ENG SQ,ENG SQ,ENG SM,ENG SM,13.3182052
AC FP Equity,FR0000120404,Accor SA,Consumer Discretionary,0.0013768,175.539226,25.0,2020-03-31,AC FP,AC FP,AC FP,AC FP,13.4706181
EDF FP Equity,FR0010242511,Electricite de France SA,Utilities,0.00137566,610.193925,7.186,2020-03-31,EDF FP,EDF FP,EDF FP,EDF FP,11.6376465
AKE FP Equity,FR0010313833,Arkema SA,Materials,0.00136303,68.961798,63.0,2020-03-31,AKE FP,AKE FP,AKE FP,AKE FP,11.39472632
BIM FP Equity,FR0013280286,BioMerieux,Health Care,0.00133348,41.4267,102.6,2020-03-31,BIM FP,BIM FP,BIM FP,BIM FP,9.42846373
AGN NA Equity,BMG0112X1056,Aegon Ltd,Financials,0.0012990299999999,1789.368052,2.314,2020-03-31,AGN NA,AGN NA,AGN NA,AGN NA,12.38613132
JMT PL Equity,PTJMT0AE0001,Jeronimo Martins SGPS SA,Consumer Staples,0.00129829,251.717288,16.44,2020-03-31,JMT PL,JMT PL,JMT PL,JMT PL,13.32359169
PST IM Equity,IT0003796171,Poste Italiane SpA,Financials,0.00126536,522.444,7.72,2020-03-31,PST IM,PST IM,PST IM,PST IM,9.40771319
REC IM Equity,IT0003828271,Recordati Industria Chimica e Farmaceutica SpA,Health Care,0.00126429,104.562578,38.54,2020-03-31,REC IM,REC IM,REC IM,REC IM,8.232233379
EVK GY Equity,DE000EVNK013,Evonik Industries AG,Materials,0.0012545999999999,209.7,19.07,2020-03-31,EVK GY,EVK GY,EVK GR,EVK GR,12.33999328
VOW GY Equity,DE0007664005,Volkswagen AG,Consumer Discretionary,0.0012363,32.45988,121.4,2020-03-31,VOW GY,VOW GY,VOW GR,VOW GR,7.259031128
ORNBV FH Equity,FI0009014377,Orion Oyj,Health Care,0.00122676,104.888421,37.28,2020-03-31,ORNBV FH,ORNBV FH,ORNBV FH,ORNBV FH,8.068464416
KBX GY Equity,DE000KBX1006,Knorr-Bremse AG,Industrials,0.0012265099999999,48.36,80.84,2020-03-31,KBX GY,KBX GY,KBX GR,KBX GR,12.39505928
RAND NA Equity,NL0000379121,Randstad NV,Industrials,0.0012025199999999,119.147309,32.17,2020-03-31,RAND NA,RAND NA,RAND NA,RAND NA,12.56027248
CPR IM Equity,NL0015435975,Davide Campari-Milano NV,Consumer Staples,0.00119351,580.8,6.55,2020-03-31,CPR IM,CPR IM,CPR IM,CPR IM,11.26300546
OMV AV Equity,AT0000743059,OMV AG,Energy,0.00116249,147.272727,25.16,2020-03-31,OMV AV,OMV AV,OMV AV,OMV AV,11.73272149
FR FP Equity,FR0013176526,Valeo SE,Consumer Discretionary,0.00115322,241.036743,15.25,2020-03-31,FR FP,FR FP,FR FP,FR FP,12.22393993
AFX GY Equity,DE0005313704,Carl Zeiss Meditec AG,Health Care,0.00111561,40.248257,88.35,2020-03-31,AFX GY,AFX GY,AFX GR,AFX GR,7.237985025
PRY IM Equity,IT0004176001,Prysmian SpA,Industrials,0.0011054,241.329821,14.6,2020-03-31,PRY IM,PRY IM,PRY IM,PRY IM,11.86301457
LI FP Equity,FR0000121964,Klepierre SA,Real Estate,0.00109135,197.986515,17.57,2020-03-31,LI FP,LI FP,LI FP,LI FP,13.35243086
RNO FP Equity,FR0000131906,Renault SA,Consumer Discretionary,0.00106788,192.219485,17.708,2020-03-31,RNO FP,RNO FP,RNO FP,RNO FP,11.77996506
TIT IM Equity,IT0003497168,Telecom Italia SpA/Milano,Communication Services,0.00106574,9121.87355,0.3724,2020-03-31,TIT IM,TIT IM,TIT IM,TIT IM,10.32216373
VPK NA Equity,NL0009432491,Koninklijke Vopak NV,Energy,0.001046,70.309487,47.42,2020-03-31,VPK NA,VPK NA,VPK NA,VPK NA,7.086187146
CBK GY Equity,DE000CBK1001,Commerzbank AG,Financials,0.00103994,1001.886107,3.3085,2020-03-31,CBK GY,CBK GY,CBK GR,CBK GR,8.128767262
SGRE SQ Equity,ES0143416115,Siemens Gamesa Renewable Energy SA,Industrials,0.00102692,238.400184,13.73,2020-03-31,SGRE SQ,SGRE SQ,SGRE SM,SGRE SM,15.83212244
AMUN FP Equity,FR0004125920,Amundi SA,Financials,0.00102463,60.648992,53.85,2020-03-31,AMUN FP,AMUN FP,AMUN FP,AMUN FP,11.91909124
SCR FP Equity,FR0010411983,SCOR SE,Financials,0.00099888,158.55932,20.08,2020-03-31,SCR FP,SCR FP,SCR FP,SCR FP,11.13214324
PROX BB Equity,BE0003810273,Proximus SADP,Communication Services,0.00099596,152.111311,20.87,2020-03-31,PROX BB,PROX BB,PROX BB,PROX BB,10.76588
SEV FP Equity,FR0010613471,Vigie SA,Utilities,0.00099455,341.749418,9.276,2020-03-31,SEV FP,SEV FP,SEV FP,SEV FP,11.98368853
ABN NA Equity,NL0011540547,ABN AMRO Bank NV,Financials,0.00099319,423.0,7.484,2020-03-31,ABN NA,ABN NA,ABN NA,ABN NA,8.921655177
MB IM Equity,IT0000062957,Mediobanca Banca di Credito Finanziario SpA,Financials,0.00097967,621.051324,5.028,2020-03-31,MB IM,MB IM,MB IM,MB IM,11.09612043
LXS GY Equity,DE0005470405,LANXESS AG,Materials,0.0009492299999999,83.075459,36.42,2020-03-31,LXS GY,LXS GY,LXS GR,LXS GR,12.30461978
WRT1V FH Equity,FI0009003727,Wartsila OYJ Abp,Industrials,0.00093146,443.792543,6.69,2020-03-31,WRT1V FH,WRT1V FH,WRT1V FH,WRT1V FH,9.997953007
G1A GY Equity,DE0006602006,GEA Group AG,Industrials,0.00090127,153.418346,18.725,2020-03-31,G1A GY,G1A GY,G1A GR,G1A GR,14.44319752
KN FP Equity,FR0000120685,Natixis SA,Financials,0.0008805,945.923545,2.967,2020-03-31,KN FP,KN FP,KN FP,KN FP,8.365293704
TYRES FH Equity,FI0009005318,Nokian Renkaat Oyj,Consumer Discretionary,0.00086571,125.029575,22.07,2020-03-31,TYRES FH,TYRES FH,TYRES FH,TYRES FH,8.766903859
UTDI GY Equity,DE0005089031,United Internet AG,Communication Services,0.00086407,102.5,26.87,2020-03-31,UTDI GY,UTDI GY,UTDI GR,UTDI GR,6.450454858
COLR BB Equity,BE0974256852,Colruyt Group N.V,Consumer Staples,0.00085358,55.220836,49.27,2020-03-31,COLR BB,COLR BB,COLR BB,COLR BB,11.38750261
SAB SQ Equity,ES0113860A34,Banco de Sabadell SA,Financials,0.0008279499999999,5626.964701,0.469,2020-03-31,SAB SQ,SAB SQ,SAB SM,SAB SM,12.47389378
TEN IM Equity,LU2598331598,Tenaris SA,Energy,0.00082667,472.2148,5.58,2020-03-31,TEN IM,TEN IM,TEN IM,TEN IM,9.047814223
ADP FP Equity,FR0010340141,Aeroports de Paris SA,Industrials,0.00081452,29.688181,87.45,2020-03-31,ADP FP,ADP FP,ADP FP,ADP FP,11.42913194
SK FP Equity,FR0000121709,SEB SA,Consumer Discretionary,0.00080611,22.638179,113.5,2020-03-31,SK FP,SK FP,SK FP,SK FP,11.11972874
KGX GY Equity,DE000KGX8881,KION Group AG,Industrials,0.00080366,64.9495,39.44,2020-03-31,KGX GY,KGX GY,KGX GR,KGX GR,10.33088
AER UN Equity,NL0000687663,AerCap Holdings NV,Industrials,0.00079032,121.268234,22.79,2020-03-31,AER UN,AER UN,AER UN,AER UN,
COV FP Equity,FR0000064578,Covivio SA/France,Real Estate,0.00077212,47.927914,51.35,2020-03-31,COV FP,COV FP,COV FP,COV FP,15.66419286
LDO IM Equity,IT0003856405,Leonardo SpA,Industrials,0.00077095,404.705277,6.072,2020-03-31,LDO IM,LDO IM,LDO IM,LDO IM,10.8505103
NELES FH Equity,FI4000440664,Neles Oyj,Industrials,0.00071716,105.243779,21.72,2020-03-31,NELES FH,NELES FH,NELES FH,NELES FH,
BKT SQ Equity,ES0113679I37,Bankinter SA,Financials,0.0007072599999999,674.149616,3.344,2020-03-31,BKT SQ,BKT SQ,BKT SM,BKT SM,8.516959681
RCO FP Equity,FR0000130395,Remy Cointreau SA,Consumer Staples,0.00070553,22.567404,99.65,2020-03-31,RCO FP,RCO FP,RCO FP,RCO FP,8.802908383
VER AV Equity,AT0000746409,Verbund AG,Utilities,0.00070541,68.093474,33.02,2020-03-31,VER AV,VER AV,VER AV,VER AV,12.13375879
FPE3 GY Equity,DE000A3E5D64,FUCHS SE,Materials,0.00070472,69.5,32.32,2020-03-31,FPE3 GY,FPE3 GY,FPE3 GR,FPE3 GR,
BMW3 GY Equity,DE0005190037,Bayerische Motoren Werke AG,Consumer Discretionary,0.0006986599999999,56.867304,39.16,2020-03-31,BMW3 GY,BMW3 GY,BMW3 GR,BMW3 GR,
BOL FP Equity,FR0000039299,Bollore SE,Communication Services,0.0006948999999999,882.450233,2.51,2020-03-31,BOL FP,BOL FP,BOL FP,BOL FP,6.304585248
ATC NA Equity,NL0011333752,Altice Europe NV,Communication Services,0.00068417,617.603925,3.531,2020-03-31,ATC NA,ATC NA,ATC NA,ATC NA,
TITR IM Equity,IT0003497176,Telecom Italia SpA/Milano,Communication Services,0.00068174,6027.791699,0.3605,2020-03-31,TITR IM,TITR IM,TITR IM,TITR IM,
VOE AV Equity,AT0000937503,voestalpine AG,Materials,0.00067487,116.056956,18.535,2020-03-31,VOE AV,VOE AV,VOE AV,VOE AV,8.188878793
ICAD FP Equity,FR0000035081,ICADE,Real Estate,0.00067487,29.814296,72.15,2020-03-31,ICAD FP,ICAD FP,ICAD FP,ICAD FP,13.85746069
ANDR AV Equity,AT0000730007,ANDRITZ AG,Industrials,0.00065276,72.8,28.58,2020-03-31,ANDR AV,ANDR AV,ANDR AV,ANDR AV,10.05115987
FRVIA FP Equity,FR0000121147,Forvia SE,Consumer Discretionary,0.00065024,75.919691,27.3,2020-03-31,FRVIA FP,FRVIA FP,FRVIA FP,FRVIA FP,12.15786921
LHA GY Equity,DE0008232125,Deutsche Lufthansa AG,Industrials,0.00064225,239.097129,8.562,2020-03-31,LHA GY,LHA GY,LHA GR,LHA GR,9.114428088
O2D GY Equity,DE000A1J5RX9,Telefonica Deutschland Holding AG,Communication Services,0.00063244,892.366498,2.259,2020-03-31,O2D GY,O2D GY,O2D GR,O2D GR,10.39840364
RBI AV Equity,AT0000606306,Raiffeisen Bank International AG,Financials,0.00062113,148.022829,13.375,2020-03-31,RBI AV,RBI AV,RBI AV,RBI AV,11.10491841
MF FP Equity,FR0000121204,Wendel SE,Financials,0.00061884,27.094948,72.8,2020-03-31,MF FP,MF FP,MF FP,MF FP,14.21132113
SESG FP Equity,LU0088087324,SES SA,Communication Services,0.00061121,364.28472,5.348,2020-03-31,SESG FP,SESG FP,SESG FP,SESG FP,9.429623995
TKA GY Equity,DE0007500001,thyssenkrupp AG,Materials,0.0006053,404.645632,4.768,2020-03-31,TKA GY,TKA GY,TKA GR,TKA GR,10.03897977
CO FP Equity,FR001400OKR3,Casino Guichard Perrachon SA,Consumer Staples,0.00059716,54.213115,35.11,2020-03-31,CO FP,CO FP,CO FP,CO FP,8.255364529
AM FP Equity,FR0014004L86,Dassault Aviation SA,Industrials,0.0005885399999999,2.504611,749.0,2020-03-31,AM FP,AM FP,AM FP,AM FP,7.462506813
ILD FP Equity,FR0004035913,iliad SA,Communication Services,0.00057345,14.782238,123.65,2020-03-31,ILD FP,ILD FP,ILD FP,ILD FP,
IPN FP Equity,FR0010259150,Ipsen SA,Health Care,0.00055827,37.716537,47.18,2020-03-31,IPN FP,IPN FP,IPN FP,IPN FP,9.504445403
MAP SQ Equity,ES0124244E34,Mapfre SA,Financials,0.00052634,1077.843646,1.5565,2020-03-31,MAP SQ,MAP SQ,MAP SM,MAP SM,10.04664922
BIRG ID Equity,IE00BD1RP616,Bank of Ireland Group PLC,Financials,0.00052355,967.964052,1.724,2020-03-31,BIRG ID,BIRG ID,BIRG ID,BIRG ID,9.696515852
ETL FP Equity,FR0010221234,Eutelsat Communications SACA,Communication Services,0.00052175,174.580976,9.526,2020-03-31,ETL FP,ETL FP,ETL FP,ETL FP,10.85520155
RF FP Equity,FR0000121121,Eurazeo SE,Financials,0.0005079,39.369821,41.12,2020-03-31,RF FP,RF FP,RF FP,RF FP,13.51411056
FRA GY Equity,DE0005773303,Fraport AG Frankfurt Airport Services Worldwide,Industrials,0.00048172,41.610917,36.9,2020-03-31,FRA GY,FRA GY,FRA GR,FRA GR,13.30984893
CNP FP Equity,FR0000120222,CNP Assurances SACA,Financials,0.00048037,171.654619,8.92,2020-03-31,CNP FP,CNP FP,CNP FP,CNP FP,11.10958341
HOT GY Equity,DE0006070006,HOCHTIEF AG,Industrials,0.00046932,24.726347,60.5,2020-03-31,HOT GY,HOT GY,HOT GR,HOT GR,11.65244119
B4B GY Equity,DE000BFB0019,METRO AG,Consumer Staples,0.00044447,180.060868,7.868,2020-03-31,B4B GY,B4B GY,B4B GR,B4B GR,12.77151917
DEC FP Equity,FR0000077919,JCDecaux SE,Communication Services,0.00044066,85.125282,16.5,2020-03-31,DEC FP,DEC FP,DEC FP,DEC FP,11.73600382
PIRC IM Equity,IT0005278236,Pirelli & C SpA,Consumer Discretionary,0.00040973,400.0,3.265,2020-03-31,PIRC IM,PIRC IM,PIRC IM,PIRC IM,12.5925982
TNET BB Equity,BE0003826436,Telenet Group Holding NV,Communication Services,0.00039855,46.296164,27.44,2020-03-31,TNET BB,TNET BB,TNET BB,TNET BB,8.311706235
BKIA SQ Equity,ES0113307062,Bankia SA,Financials,0.0003921399999999,1227.808842,1.018,2020-03-31,BKIA SQ,BKIA SQ,BKIA SM,BKIA SM,10.72810217
AIBG ID Equity,IE00BF0L3536,AIB Group PLC,,0.0002611,814.314371,1.022,2020-03-31,AIBG ID,AIBG ID,AIBG ID,AIBG ID,11.93287019
ASML NA Equity,NL0010273215,ASML Holding NV,Information Technology,0.04848689,425.659415,517.0,2021-03-31,ASML NA,ASML NA,ASML NA,ASML NA,13.34239494
MC FP Equity,FR0000121014,LVMH Moet Hennessy Louis Vuitton SE,Consumer Discretionary,0.03474895,277.616536,568.1,2021-03-31,MC FP,MC FP,MC FP,MC FP,15.49269548
SAP GY Equity,DE0007164600,SAP SE,Information Technology,0.0240243,1044.228597,104.42,2021-03-31,SAP GY,SAP GY,SAP GR,SAP GR,12.13920004
SIE GY Equity,DE0007236101,Siemens AG,Industrials,0.0235972299999999,765.0,140.0,2021-03-31,SIE GY,SIE GY,SIE GR,SIE GR,12.2903563
TTE FP Equity,FR0000120271,TotalEnergies SE,Energy,0.02208833,2520.467824,39.775,2021-03-31,TTE FP,TTE FP,TTE FP,TTE FP,9.8405233
SAN FP Equity,FR0000120578,Sanofi SA,Health Care,0.02103282,1133.06823,84.25,2021-03-31,SAN FP,SAN FP,SAN FP,SAN FP,12.96085788
ALV GY Equity,DE0008404005,Allianz SE,Financials,0.0197168499999999,412.293128,217.05,2021-03-31,ALV GY,ALV GY,ALV GR,ALV GR,12.51524897
OR FP Equity,FR0000120321,L'Oreal SA,Consumer Staples,0.01814023,251.935459,326.8,2021-03-31,OR FP,OR FP,OR FP,OR FP,11.13145546
SU FP Equity,FR0000121972,Schneider Electric SE,Industrials,0.01545996,538.715127,130.25,2021-03-31,SU FP,SU FP,SU FP,SU FP,14.55448734
ENEL IM Equity,IT0003128367,Enel SpA,Utilities,0.01521955,8133.343957,8.493,2021-03-31,ENEL IM,ENEL IM,ENEL IM,ENEL IM,11.39053013
IBE SQ Equity,ES0144580Y14,Iberdrola SA,Utilities,0.01480926,6118.737349,10.985,2021-03-31,IBE SQ,IBE SQ,IBE SM,IBE SM,10.53379258
AI FP Equity,FR0000120073,Air Liquide SA,Materials,0.01453545,473.593425,139.3,2021-03-31,AI FP,AI FP,AI FP,AI FP,9.466211463
BAS GY Equity,DE000BASF111,BASF SE,Materials,0.01433571,918.478694,70.84,2021-03-31,BAS GY,BAS GY,BAS GR,BAS GR,9.504436296
MBG GY Equity,DE0007100000,Mercedes-Benz Group AG,Consumer Discretionary,0.01433343,855.869958,76.01,2021-03-31,MBG GY,MBG GY,MBG GR,MBG GR,12.0088377
BNP FP Equity,FR0000131104,BNP Paribas SA,Financials,0.01285743,1124.818705,51.88,2021-03-31,BNP FP,BNP FP,BNP FP,BNP FP,11.50298566
DTE GY Equity,DE0005557508,Deutsche Telekom AG,Communication Services,0.01260898,3333.021017,17.17,2021-03-31,DTE GY,DTE GY,DTE GR,DTE GR,10.69840454
AIR FP Equity,NL0000235190,Airbus SE,Industrials,0.01250947,588.111953,96.54,2021-03-31,AIR FP,AIR FP,AIR FP,AIR FP,11.56071915
BAYN GY Equity,DE000BAY0017,Bayer AG,Health Care,0.01167999,982.424082,53.96,2021-03-31,BAYN GY,BAYN GY,BAYN GR,BAYN GR,5.350956938
ADS GY Equity,DE000A1EWWW0,adidas AG,Consumer Discretionary,0.01116699,190.395377,266.2,2021-03-31,ADS GY,ADS GY,ADS GR,ADS GR,11.03421223
SAN SQ Equity,ES0113900J37,Banco Santander SA,Financials,0.0110684099999999,17340.641303,2.897,2021-03-31,SAN SQ,SAN SQ,SAN SM,SAN SM,10.85115598
IFX GY Equity,DE0006231004,Infineon Technologies AG,Information Technology,0.01040296,1305.921137,36.155,2021-03-31,IFX GY,IFX GY,IFX GR,IFX GR,11.12747113
DHL GY Equity,DE0005552004,Deutsche Post AG,Industrials,0.01020367,991.247098,46.72,2021-03-31,DHL GY,DHL GY,DHL GR,DHL GR,9.699942599
PRX NA Equity,NL0013654783,Prosus NV,Consumer Discretionary,0.01018032,487.395621,94.8,2021-03-31,PRX NA,PRX NA,PRX NA,PRX NA,10.89797459
DG FP Equity,FR0000125486,Vinci SA,Industrials,0.0100376299999999,521.491335,87.36,2021-03-31,DG FP,DG FP,DG FP,DG FP,10.48962162
KER FP Equity,FR0000121485,Kering SA,Consumer Discretionary,0.00982597,75.767593,588.6,2021-03-31,KER FP,KER FP,KER FP,KER FP,11.03421223
PHIA NA Equity,NL0000009538,Koninklijke Philips NV,Health Care,0.0097706,911.053001,48.675,2021-03-31,PHIA NA,PHIA NA,PHIA NA,PHIA NA,12.57116426
VOW3 GY Equity,DE0007664039,Volkswagen AG,Consumer Discretionary,0.0097562899999999,185.584901,238.6,2021-03-31,VOW3 GY,VOW3 GY,VOW3 GR,VOW3 GR,
CS FP Equity,FR0000120628,AXA SA,Financials,0.00975279,1934.222455,22.885,2021-03-31,CS FP,CS FP,CS FP,CS FP,10.68963652
ABI BB Equity,BE0974293251,Anheuser-Busch InBev SA/NV,Consumer Staples,0.00902364,761.95897,53.75,2021-03-31,ABI BB,ABI BB,ABI BB,ABI BB,7.442193321
INGA NA Equity,NL0011821202,ING Groep NV,Financials,0.00896553,3900.646531,10.432,2021-03-31,INGA NA,INGA NA,INGA NA,INGA NA,11.16400831
EL FP Equity,FR0000121667,EssilorLuxottica SA,Health Care,0.0087214,285.081324,138.85,2021-03-31,EL FP,EL FP,EL FP,EL FP,7.894426275
ISP IM Equity,IT0000072618,Intesa Sanpaolo SpA,Financials,0.00840775,16515.893809,2.3105,2021-03-31,ISP IM,ISP IM,ISP IM,ISP IM,13.47540175
SAF FP Equity,FR0000073272,Safran SA,Industrials,0.00819347,320.44323,116.05,2021-03-31,SAF FP,SAF FP,SAF FP,SAF FP,10.39231276
MUV2 GY Equity,DE0008430026,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,Financials,0.0081059,140.098931,262.6,2021-03-31,MUV2 GY,MUV2 GY,MUV2 GR,MUV2 GR,11.56922221
BN FP Equity,FR0000120644,Danone SA,Consumer Staples,0.00796512,617.96664,58.5,2021-03-31,BN FP,BN FP,BN FP,BN FP,11.81414749
ADYEN NA Equity,NL0012969182,Adyen NV,Financials,0.00762653,18.184556,1903.5,2021-03-31,ADYEN NA,ADYEN NA,ADYEN NA,ADYEN NA,7.188218518
RI FP Equity,FR0000120693,Pernod Ricard SA,Consumer Staples,0.00738778,209.501248,160.05,2021-03-31,RI FP,RI FP,RI FP,RI FP,11.73501532
CRH ID Equity,IE0001827041,CRH PLC,Materials,0.0069133999999999,785.0293,39.97,2021-03-31,CRH ID,CRH ID,CRH ID,CRH ID,
